LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
6.7768632,52.5981134,2,Timmerweg,,Laar,,,,,1f4d02bfa4fa1c7d
6.7787771,52.5953391,12,Timmerweg,,Laar,,,,,b9542862c3a4912d
6.776438,52.5913484,41,VechtetalstraÃŸe,,Laar,,,,,94ec7b1c522d9e64
6.7793647,52.5810179,24,Timmerweg,,Laar,,,,,593f5c8a54039e2b
6.7790885,52.5852159,20,Timmerweg,,Laar,,,,,7ce304894a623304
6.7807352,52.5758481,33,Timmerweg,,Laar,,,,,91bcc66902f63b04
6.7806002,52.5779766,29A,Timmerweg,A,Laar,,,,,d8d03704bc04242b
6.7792936,52.5956881,9,Timmerweg,,Laar,,,,,f5533c75fe48d3af
6.7819707,52.5815659,5,Mittelweg,,Laar,,,,,2810ff04628f5d24
6.7504071,52.5956339,28,VechtetalstraÃŸe,,Laar,,,,,555c89696976008a
6.7652804,52.5732942,5,Scholtmanns Diek,,Laar,,,,,761ef2a7475c3df2
6.7494554,52.5977632,5,PÃ¶hlerweg,,Laar,,,,,cf7be68d25a0d028
6.7302649,52.5971026,2,Prengerweg,,Laar,,,,,59e22de782139843
6.7570654,52.5736847,5,FÃ¼rstenweg,,Laar,,,,,8f38eae682002d51
6.7390512,52.5952157,7,Zollweg,,Laar,,,,,a31786fac64a3ce5
6.764494,52.5717518,6,Scholtmanns Diek,,Laar,,,,,97161a9facec2dcf
6.7470947,52.5902954,1,PÃ¶hlerweg,,Laar,,,,,0bb6981418f7849f
6.75255,52.5900575,2,Steginkdiek,,Laar,,,,,0b70d25eb5a324fc
6.7525194,52.5761835,9,FÃ¼rstenweg,,Laar,,,,,4fdcd05a2cd3b2ec
6.7274062,52.5947362,4,Prengerweg,,Laar,,,,,0e99f4c1b3356bcd
6.7430168,52.5922467,3A,Baarlinkweg,A,Laar,,,,,236d5845e6f513b9
6.7372349,52.5923152,20,Zollweg,,Laar,,,,,efe080102384333d
6.7499287,52.5784607,11,FÃ¼rstenweg,,Laar,,,,,4b9e1e72436cf15b
6.7379383,52.5924212,15,Zollweg,,Laar,,,,,3d3a9646895dc838
6.739029,52.5969033,6,Zollweg,,Laar,,,,,683ee9a4785444f2
6.7273744,52.5894962,10,Prengerweg,,Laar,,,,,527738cf2f348fe2
6.7415474,52.5824981,17,FÃ¼rstenweg,,Laar,,,,,f2fd804cb4bceaa2
6.7629153,52.592147,40,VechtetalstraÃŸe,,Laar,,,,,2cf598a1cadd17a7
6.7373806,52.5906311,21,Zollweg,,Laar,,,,,7afc095141d51215
6.7856248,52.5911182,44,VechtetalstraÃŸe,,Laar,,,,,076cac3a177a854f
6.7369321,52.6148904,22,DorfstraÃŸe,,Laar,,,,,e4e6f714a6eb92a6
6.7627307,52.6248426,10,BuchenstraÃŸe,,Laar,,,,,f0f326f6ee648d1d
6.734794,52.617371,22,Brink,,Laar,,,,,676cae01d934db9f
6.7590422,52.6265482,22,EichenstraÃŸe,,Laar,,,,,e77ca90ca6a18720
6.7413023,52.6097139,3,VechtetalstraÃŸe,,Laar,,,,,60db7445d2d94543
6.7519271,52.6171783,9,HauptstraÃŸe,,Laar,,,,,e6f02390a888e5cd
6.7417753,52.6030518,13A,VechtetalstraÃŸe,A,Laar,,,,,9da19341462e786f
6.7628479,52.6227124,3,Zum Bahndamm,,Laar,,,,,937c12f8d8d92111
6.7476765,52.6138077,14,SÃ¼desch,,Laar,,,,,74fb630386456fb9
6.7602496,52.6370573,2,AatalstraÃŸe,,Laar,,,,,879a3a3d1c061cdf
6.7642427,52.6243759,4,AhornstraÃŸe,,Laar,,,,,5a94a69dc5376999
6.7346658,52.6187353,2,Querweg,,Laar,,,,,c8b6afe5c206c4e4
6.7604153,52.6362357,38,BahnhofstraÃŸe,,Laar,,,,,1a4d0e59b9dedd66
6.772959,52.6110452,9,DÃ¼shook,,Laar,,,,,142c2bcc40b8bb68
6.7491869,52.6113121,5,Zur Vechte,,Laar,,,,,0df6977ec314689b
6.7469507,52.6146585,6,SÃ¼desch,,Laar,,,,,a424b9fcde3b51e4
6.7576337,52.6139372,10,Achterhook,,Laar,,,,,cb2a6127bd3c1dca
6.7367752,52.6145982,19,DorfstraÃŸe,,Laar,,,,,1749c06fa6a751ae
6.7460222,52.6129624,26,SÃ¼desch,,Laar,,,,,8b4f0a3f83568463
6.7333751,52.624583,6,Backweg,,Laar,,,,,f79cb7305c8b301b
6.7772376,52.6193946,3,KnÃ¼vendiek,,Laar,,,,,1d09abd105a494a8
6.7594969,52.6273706,14,BirkenstraÃŸe,,Laar,,,,,398d16006b24e400
6.7759618,52.6167076,2,KnÃ¼vendiek,,Laar,,,,,a34b0611c423d978
6.7359734,52.6177665,10,Brink,,Laar,,,,,edc59102257bb771
6.7515094,52.616762,13,HauptstraÃŸe,,Laar,,,,,762253b7e91f98cb
6.7354509,52.6169348,1,Brink,,Laar,,,,,af8258003e1a9e8e
6.758172,52.6284512,1,BirkenstraÃŸe,,Laar,,,,,94ff8ef09c3eb968
6.7311016,52.6140773,12,BogenstraÃŸe,,Laar,,,,,011a54422519e7e7
6.7359742,52.6175594,8,Brink,,Laar,,,,,688f0489c7c6c056
6.7443857,52.6138298,45,HauptstraÃŸe,,Laar,,,,,67058f992b7bf4fa
6.7574037,52.6425704,20,Coevordener StraÃŸe,,Laar,,,,,4ce133ae75af2e53
6.7475443,52.6197616,20,Boschland,,Laar,,,,,aef24ca22d5a8f1c
6.7547801,52.6416606,2B,Brookdiek,B,Laar,,,,,c4a7c32c71e837ac
6.7725505,52.6302911,7,Coevordener StraÃŸe,,Laar,,,,,5f5ffd36d95829f5
6.7759412,52.6315885,4,Zum Kanal,,Laar,,,,,55a123a8fa0e6895
6.7363598,52.6271294,3,BÃ¼ltendiek,,Laar,,,,,5cf49ba270e05e46
6.7332268,52.6139502,18,BogenstraÃŸe,,Laar,,,,,6796197ef2118d98
6.7560804,52.605859,20,MuldenstraÃŸe,,Laar,,,,,28cdfc0e4594329d
6.7548651,52.6416945,2D,Brookdiek,D,Laar,,,,,1d7c0a3cbc946c93
6.7548289,52.6433642,10,Amsterdamer StraÃŸe,,Laar,,,,,ad344ec3c13d68f8
6.732878,52.6151332,26,BogenstraÃŸe,,Laar,,,,,a0e39b3550d8e0b1
6.7720429,52.6204354,2,VeldgoorstraÃŸe,,Laar,,,,,a380e2be30a7d699
6.7635883,52.6246983,4,BuchenstraÃŸe,,Laar,,,,,055be221e8eaf844
6.7292455,52.6146543,2,Vossland,,Laar,,,,,a60b3f7e6515394f
6.7432499,52.614876,44A,HauptstraÃŸe,A,Laar,,,,,38821d9272d30336
6.7622542,52.6249187,21,BuchenstraÃŸe,,Laar,,,,,bf905e6b183b52b5
6.7718003,52.6149155,24,Vorwalder StraÃŸe,,Laar,,,,,92a6f9ae43ce9e5c
6.7524741,52.6177826,4,HauptstraÃŸe,,Laar,,,,,19b3215ae37c8ff1
6.7601751,52.6103598,11A,Achterhook,A,Laar,,,,,eda3fbd3b50c197e
6.7474688,52.6134221,33,SÃ¼desch,,Laar,,,,,3529ac11ae6738f1
6.7618901,52.6101267,12,Achterhook,,Laar,,,,,bc907755b88a565d
6.7834856,52.6142683,36,Vorwalder StraÃŸe,,Laar,,,,,b858673891880ee3
6.7563263,52.6172961,11,Agterhorner StraÃŸe,,Laar,,,,,8bff407f40282d8b
6.7446279,52.6148489,40,HauptstraÃŸe,,Laar,,,,,e5014de529f8a209
6.7482853,52.6186836,10,LÃ¼bbers Goarn,,Laar,,,,,a5f42d2c13c7ccbe
6.7511874,52.6171713,12,HauptstraÃŸe,,Laar,,,,,b96894e1b77cd7bf
6.7351167,52.6167298,9,Neuer Weg,,Laar,,,,,3c9a337810bd993f
6.7466715,52.6132163,22,SÃ¼desch,,Laar,,,,,8cb2ca6b3544b5b1
6.7354829,52.617318,4,Brink,,Laar,,,,,2c16d4b4ecdb1244
6.7583828,52.6130793,9,Achterhook,,Laar,,,,,735ff756a04e92fe
6.7388066,52.6121247,76,HauptstraÃŸe,,Laar,,,,,c161b48b2c6fa48f
6.7471058,52.6134998,18,SÃ¼desch,,Laar,,,,,4f83c2cdd9a917c1
6.7554576,52.6419369,2R,Brookdiek,R,Laar,,,,,c2fc1d2fbe83f649
6.72916,52.6145721,4,Vossland,,Laar,,,,,c903151bf60ab4ae
6.7586225,52.6281921,3,BirkenstraÃŸe,,Laar,,,,,5a033db53c257e98
6.7817796,52.6146049,2,Vechtemoate,,Laar,,,,,5c13733140951e94
6.7526847,52.6174987,5,HauptstraÃŸe,,Laar,,,,,82a6fb4d4a04cf47
6.7467068,52.6149836,2,SÃ¼desch,,Laar,,,,,3d8b5a81709d8b61
6.7483264,52.6131138,27,SÃ¼desch,,Laar,,,,,2f7418b10ae755a7
6.7392561,52.6011214,4,Zollweg,,Laar,,,,,9c37c63fc43233ff
6.7618204,52.6270113,25,LaarwaldstraÃŸe,,Laar,,,,,def10904535e3315
6.7532714,52.628614,37,Neuer Weg,,Laar,,,,,15122a48752d76ae
6.7588199,52.6280766,5,BirkenstraÃŸe,,Laar,,,,,291cbb685a8b635c
6.7490311,52.6109196,3,Zur Vechte,,Laar,,,,,b1079dc83be9c76a
6.7392317,52.6137836,5,DorfstraÃŸe,,Laar,,,,,5f3ed7790b461ba4
6.7602212,52.6260879,13,LaarwaldstraÃŸe,,Laar,,,,,bc886bfa2acd6eb5
6.7360603,52.6158668,34,DorfstraÃŸe,,Laar,,,,,bd497b0d309583e1
6.7599026,52.6259228,11,LaarwaldstraÃŸe,,Laar,,,,,154785bd151b68c5
6.7633861,52.624279,7,BuchenstraÃŸe,,Laar,,,,,3e7b6e9b9fcc4fc5
6.730238,52.6144636,6,BogenstraÃŸe,,Laar,,,,,8fe0ae1c542e9cf6
6.7638836,52.624611,3,BuchenstraÃŸe,,Laar,,,,,65b7fba6dcfbd15a
6.7359455,52.6168361,6,Neuer Weg,,Laar,,,,,57e0cf9f14ec274d
6.7656044,52.6163806,18,Agterhorner StraÃŸe,,Laar,,,,,d32d86b20feb9b17
6.7430112,52.6209195,31,Neuer Weg,,Laar,,,,,2a89d0abf1ba326e
6.7552035,52.6418333,2L,Brookdiek,L,Laar,,,,,7f815e3800ebed87
6.734017,52.6167499,2,Koendersweg,,Laar,,,,,b2261460ff28975a
6.7506831,52.6087022,2,Zur Vechte,,Laar,,,,,ed42e5d6c436a448
6.7602066,52.6266309,5,KastanienstraÃŸe,,Laar,,,,,5dd00ef517aaa8ab
6.7636636,52.6244461,5,BuchenstraÃŸe,,Laar,,,,,c4f717eb0bf9ba22
6.7816973,52.614099,4,Vechtemoate,,Laar,,,,,5382b7f18f2ee274
6.7396476,52.6131737,68,HauptstraÃŸe,,Laar,,,,,3b98a64143cf264c
6.7400732,52.6130815,69,HauptstraÃŸe,,Laar,,,,,bbf788f1493d8730
6.7474235,52.6145857,5,SÃ¼desch,,Laar,,,,,0b8114aa44502bc6
6.7695768,52.6146806,22,Vorwalder StraÃŸe,,Laar,,,,,75890be325893aa8
6.7360235,52.617214,15,Neuer Weg,,Laar,,,,,f0b11cc012475a9b
6.773729,52.6413909,7,AatalstraÃŸe,,Laar,,,,,81b4b0230812f4f3
6.7318913,52.6172451,5,Koendersweg,,Laar,,,,,82cdde898f387865
6.751974,52.6173114,9A,HauptstraÃŸe,A,Laar,,,,,6715e9c09c3edc4e
6.7450576,52.6142862,4,Bree,,Laar,,,,,88d2e72e20af4a22
6.7537585,52.6169396,2,Agterhorner StraÃŸe,,Laar,,,,,7e8b14966e8a311a
6.7389599,52.6141845,8,DorfstraÃŸe,,Laar,,,,,b3043a8e8dfafea0
6.7255271,52.6198502,10,Woldaweg,,Laar,,,,,a8619141651490e9
6.7698379,52.6330863,10,Coevordener StraÃŸe,,Laar,,,,,bc1311bbdca92483
6.7487094,52.6130333,23,SÃ¼desch,,Laar,,,,,850d98e12d62938d
6.7785421,52.6417769,2,WÃ¶stener Schulweg,,Laar,,,,,b0cb17d144de1282
6.7250522,52.6191287,7,Woldaweg,,Laar,,,,,f5933b1d06952a36
6.7594371,52.6277349,9,BirkenstraÃŸe,,Laar,,,,,92ff8a2a4ae06b6a
6.7284548,52.6150298,26,Gramsbergener StraÃŸe,,Laar,,,,,af8e88720882f867
6.7336202,52.6163725,3,Neuer Weg,,Laar,,,,,07a6d3d1c1aedfcb
6.7537719,52.6182238,2,BahnhofstraÃŸe,,Laar,,,,,786bfd9bacaa4c6d
6.7543357,52.6194525,10,BahnhofstraÃŸe,,Laar,,,,,f109253a7b4fa342
6.740193,52.6132635,65,HauptstraÃŸe,,Laar,,,,,ea9f9b93fed3b580
6.7326722,52.6146484,17,BogenstraÃŸe,,Laar,,,,,b5510be92988072a
6.7448612,52.6154036,9,Nordesch,,Laar,,,,,2caa38862f0ed231
6.7362155,52.6152104,28,DorfstraÃŸe,,Laar,,,,,37993feac8f19065
6.7761802,52.607096,3,Echteler Weg,,Laar,,,,,50e5c2d84f395ffd
6.7596372,52.6276267,11,BirkenstraÃŸe,,Laar,,,,,4b2fc1a4a44a73f1
6.757307,52.6260443,5,EichenstraÃŸe,,Laar,,,,,4c742df264e987c8
6.7585021,52.6295453,34,BahnhofstraÃŸe,,Laar,,,,,d3332992c7d54f7f
6.7607394,52.6251616,7,Ginsterweg,,Laar,,,,,22d006d38a042455
6.7393285,52.6140597,6,DorfstraÃŸe,,Laar,,,,,dacef76e28cd8216
6.7438488,52.6151459,20,Nordesch,,Laar,,,,,edc1bc65fec3977e
6.7450519,52.6006698,4,Mittelkamp,,Laar,,,,,71457ee08392996d
6.7663426,52.63406,14,Coevordener StraÃŸe,,Laar,,,,,fb952d53ec695974
6.7460517,52.6136235,14,Bree,,Laar,,,,,43d7c602edb462c8
6.7455897,52.6154407,5,Nordesch,,Laar,,,,,4955d8e7752a4f1e
6.7484484,52.6129162,25,SÃ¼desch,,Laar,,,,,734aaa0d2eb5c1c4
6.7601675,52.627296,15,BirkenstraÃŸe,,Laar,,,,,db65114d5d049e30
6.7717931,52.6141223,3,DÃ¼shook,,Laar,,,,,5fd8b7187470c6c8
6.7332784,52.6246807,6A,Backweg,A,Laar,,,,,6bf5272e39ab661c
6.7609296,52.6261769,16,LaarwaldstraÃŸe,,Laar,,,,,d41215e7794a311e
6.7325013,52.6151167,23,BogenstraÃŸe,,Laar,,,,,ec63e7f91d9b004b
6.7769485,52.6217736,5,KnÃ¼vendiek,,Laar,,,,,2a1c6343d1202032
6.7582718,52.6267975,28,EichenstraÃŸe,,Laar,,,,,57926556ed4d7fb8
6.765349,52.6237336,5,Bahnkampstege,,Laar,,,,,5fd3b926bf2d8c97
6.7351794,52.6171198,3,Brink,,Laar,,,,,d660cde65f14d1c0
6.7476265,52.6131146,35,SÃ¼desch,,Laar,,,,,9c8c391dca1374a0
6.7719188,52.6217544,7,Riddergoar,,Laar,,,,,60bdfda62866e2e0
6.732869,52.6157872,8,Gramsbergener StraÃŸe,,Laar,,,,,67ee70ba2c400651
6.731223,52.6150532,13,Gramsbergener StraÃŸe,,Laar,,,,,b79d91ac8e2865fc
6.7550145,52.6173533,10,Agterhorner StraÃŸe,,Laar,,,,,047d30536b6460d1
6.7434908,52.6139511,47,HauptstraÃŸe,,Laar,,,,,3f9c9e57605d0863
6.7482678,52.6005296,7,Mittelkamp,,Laar,,,,,8287a28784217fd5
6.7744353,52.6147787,25,Vorwalder StraÃŸe,,Laar,,,,,fd22edc6ca178ed5
6.7604866,52.6253247,6,Tannenweg,,Laar,,,,,2167014d1247f1d8
6.7577592,52.6272443,15,EichenstraÃŸe,,Laar,,,,,1158fd92e46817d0
6.7476972,52.6140945,9,SÃ¼desch,,Laar,,,,,f648cce89453c0c7
6.7551822,52.6417975,2K,Brookdiek,K,Laar,,,,,6d79b651be63e6b5
6.7448689,52.614966,38,HauptstraÃŸe,,Laar,,,,,ec994b65129864e1
6.7288991,52.6137719,11,Vossland,,Laar,,,,,297a4847e53f9716
6.7482135,52.6133294,29,SÃ¼desch,,Laar,,,,,4ff6fe13006ab923
6.7432227,52.6002273,2,Mittelkamp,,Laar,,,,,eabead7649212a76
6.7642461,52.6239663,10,AhornstraÃŸe,,Laar,,,,,ea7a27ef9fc7b7fc
6.7607555,52.6267119,24,BirkenstraÃŸe,,Laar,,,,,47969d8306c5f132
6.7608578,52.6269861,19,BirkenstraÃŸe,,Laar,,,,,817b8c071960f219
6.7646472,52.6240055,5,AhornstraÃŸe,,Laar,,,,,344577f9223a8d49
6.7444838,52.6181694,21,LÃ¼bbers Goarn,,Laar,,,,,78cf24805d925b74
6.7550339,52.6417643,2H,Brookdiek,H,Laar,,,,,d6725c7b254cfc91
6.7547775,52.6416329,2A,Brookdiek,A,Laar,,,,,82eb25fc59cfef66
6.775324,52.6413046,8,AatalstraÃŸe,,Laar,,,,,578a7a83f0232e63
6.7649508,52.6236467,16,AhornstraÃŸe,,Laar,,,,,cf2bd3618ec56e31
6.7462603,52.6128071,51,SÃ¼desch,,Laar,,,,,7373d15c86bb7b82
6.7498173,52.6254455,33,Neuer Weg,,Laar,,,,,cac66ed8858a47d2
6.7303856,52.6151627,22,Gramsbergener StraÃŸe,,Laar,,,,,675324aeec8cb42c
6.7684149,52.6433895,11,Ikenweg,,Laar,,,,,d6f506d9f8aef1e9
6.7616785,52.6268725,23,LaarwaldstraÃŸe,,Laar,,,,,04af6bca01832d2e
6.7449461,52.6156324,10,Nordesch,,Laar,,,,,b8e9c2205adfe59c
6.734446,52.6173102,24,Brink,,Laar,,,,,5d9493e5b87f50b3
6.7359541,52.6179004,12,Brink,,Laar,,,,,e0b98a902b56a2ba
6.7621929,52.6265604,24,LaarwaldstraÃŸe,,Laar,,,,,d9aa2ecd723242e2
6.7365554,52.6146919,21,DorfstraÃŸe,,Laar,,,,,fb682c13ff812746
6.7555199,52.6419364,2S,Brookdiek,S,Laar,,,,,7aa77118521fefbc
6.7354782,52.6176483,18,Brink,,Laar,,,,,291639f61a10ba25
6.7598363,52.6173611,17,Agterhorner StraÃŸe,,Laar,,,,,ab9575a8234642ca
6.7629466,52.6246218,8,BuchenstraÃŸe,,Laar,,,,,7127c720f0782d02
6.7385993,52.614252,10,DorfstraÃŸe,,Laar,,,,,c29c128923e10830
6.7582138,52.6278255,21,EichenstraÃŸe,,Laar,,,,,031bf7e1db42514f
6.7306592,52.6136566,10,BogenstraÃŸe,,Laar,,,,,2ba68243b4eb3169
6.7319679,52.6140762,7,BogenstraÃŸe,,Laar,,,,,3882b10c209d1f9f
6.7374121,52.6147247,18,DorfstraÃŸe,,Laar,,,,,1e9cebfcad9b9591
6.7420537,52.6016781,17,VechtetalstraÃŸe,,Laar,,,,,cfc0b61a5861db8d
6.7741607,52.6089925,14,Schoapdiek,,Laar,,,,,3a7eee0cb469f8d7
6.7552655,52.6418311,2M,Brookdiek,M,Laar,,,,,b3c0774dfa7fea3c
6.7548449,52.6416593,2C,Brookdiek,C,Laar,,,,,af2417ccf68b091b
6.7416762,52.6031183,13,VechtetalstraÃŸe,,Laar,,,,,602f1a090574047a
6.758689,52.6278528,6,BirkenstraÃŸe,,Laar,,,,,5129cbaf4f3e1d55
6.7131838,52.6275797,2,Am SchÃ¶pfwerk,,Laar,,,,,2790c2a81890d65d
6.7581581,52.6280918,2A,BirkenstraÃŸe,A,Laar,,,,,26b1df260304e01d
6.7328003,52.6141919,13,BogenstraÃŸe,,Laar,,,,,d221da62ab685426
6.746479,52.601749,5,Mittelkamp,,Laar,,,,,29ee4b8745450f00
6.7469266,52.6128593,45,SÃ¼desch,,Laar,,,,,2004146ae3ed5a7f
6.7752717,52.6134057,28,Vorwalder StraÃŸe,,Laar,,,,,2b572ccb46a9353d
6.7553518,52.6418665,2O,Brookdiek,O,Laar,,,,,541841313b701977
6.7644859,52.6238282,12,AhornstraÃŸe,,Laar,,,,,8d7e3d43575f0e96
6.7358632,52.6153308,30,DorfstraÃŸe,,Laar,,,,,45ef76fbcfe38b7c
6.7589105,52.6254188,3,LaarwaldstraÃŸe,,Laar,,,,,7d89cbf3109042c0
6.7625081,52.6250896,23,BuchenstraÃŸe,,Laar,,,,,4bcbf020590eab6f
6.7334844,52.6017091,2,Zum Velgenhorst,,Laar,,,,,a63e0271e7cc9371
6.7553741,52.6419015,2P,Brookdiek,P,Laar,,,,,6c3ac4721fd3a4b5
6.7717789,52.6314549,2,ErlenstraÃŸe,,Laar,,,,,161fefa87a9fdab0
6.7444089,52.6153278,11,Nordesch,,Laar,,,,,025fb4798634a8ab
6.7322444,52.6140134,9,BogenstraÃŸe,,Laar,,,,,69c4c13cc99f4216
6.7487738,52.6132107,19,SÃ¼desch,,Laar,,,,,fc33afe4956356b3
6.7610908,52.6268412,21,BirkenstraÃŸe,,Laar,,,,,e79bb34f9a48c1b0
6.7436203,52.6182878,23,LÃ¼bbers Goarn,,Laar,,,,,bae4ee46dd58a9aa
6.7455351,52.6148453,33,HauptstraÃŸe,,Laar,,,,,b309d85f61da5e7b
6.762607,52.6270403,30,LaarwaldstraÃŸe,,Laar,,,,,790db2d97f0a3cdb
6.7478683,52.612918,37,SÃ¼desch,,Laar,,,,,01ed09103de1310f
6.7270083,52.6293731,16,Koendersweg,,Laar,,,,,160084e50a9446b1
6.735544,52.6155766,32,DorfstraÃŸe,,Laar,,,,,afcb61cae8cb867d
6.7583079,52.6122823,11,Achterhook,,Laar,,,,,02021b4352321018
6.7484234,52.6176321,9,LÃ¼bbers Goarn,,Laar,,,,,1458900a46138954
6.769246,52.6030494,5,Deichweg,,Laar,,,,,9ad1846338f7369e
6.7595207,52.6257743,9,LaarwaldstraÃŸe,,Laar,,,,,4884a7e99e87ae86
6.7453253,52.613962,8,Bree,,Laar,,,,,41114345ed6d4756
6.7523167,52.6177315,6,HauptstraÃŸe,,Laar,,,,,22c2e22e8d6f7720
6.7407624,52.6138986,56,HauptstraÃŸe,,Laar,,,,,ac2c3d9aeae74dd0
6.7343809,52.617056,9,Brink,,Laar,,,,,1efcd2faed53d6b5
6.7645263,52.6246215,48,BirkenstraÃŸe,,Laar,,,,,a1e4b4b9789375c8
6.7109889,52.6279172,6,Am SchÃ¶pfwerk,,Laar,,,,,375cefa3705bd163
6.7599087,52.6268536,3,KastanienstraÃŸe,,Laar,,,,,f518fa4874b24945
6.7219819,52.6255172,14,Woldaweg,,Laar,,,,,5fc81db93eca4ac3
6.7605259,52.6268375,22,BirkenstraÃŸe,,Laar,,,,,fa2761d10d5a622a
6.7440959,52.6155023,14,Nordesch,,Laar,,,,,aa36b3fdc0835750
6.7589684,52.6157535,1,Achterhook,,Laar,,,,,8abefa1a5f49a8f4
6.7550129,52.6417284,2G,Brookdiek,G,Laar,,,,,72eca141c4374103
6.7416832,52.613645,55,HauptstraÃŸe,,Laar,,,,,4351b7e198a420da
6.7729558,52.6197203,3,VeldgoorstraÃŸe,,Laar,,,,,de70860c283ea190
6.7610522,52.6256398,10,Tannenweg,,Laar,,,,,48c57f828191f1f8
6.7377284,52.6146544,16,DorfstraÃŸe,,Laar,,,,,1eea57752c2cf8bd
6.7533073,52.6180902,1,BahnhofstraÃŸe,,Laar,,,,,110f17ac5412fe06
6.778981,52.6269598,3,Coevordener StraÃŸe,,Laar,,,,,ca2ca12d9eb75e80
6.7605416,52.6258989,12,LaarwaldstraÃŸe,,Laar,,,,,b98eac662056813c
6.7554366,52.6419019,2Q,Brookdiek,Q,Laar,,,,,d58be5b253e5e31c
6.7837958,52.6260512,4,FeldstraÃŸe,,Laar,,,,,19eea86f958d3962
6.7614681,52.6253276,16,Tannenweg,,Laar,,,,,12612134955c8a13
6.7783423,52.6242461,1,Am Sportplatz,,Laar,,,,,d015864eaa1d4b30
6.7736612,52.6304154,1,Zum Kanal,,Laar,,,,,445b1dab3afc6fc6
6.7532269,52.6184328,3,BahnhofstraÃŸe,,Laar,,,,,213b566664f0d563
6.7580307,52.6268639,30,EichenstraÃŸe,,Laar,,,,,bcac60e6f0f41413
6.7288329,52.6164932,4,Woldaweg,,Laar,,,,,ce4d8bb76885e9e4
6.7605795,52.6263049,17,LaarwaldstraÃŸe,,Laar,,,,,3f7e7c2469af1f0f
6.7638291,52.624871,2,BuchenstraÃŸe,,Laar,,,,,68ce8d3a2b16f48d
